Linux 6.10.8adaptive-sq+ (jeonghoon-MS-7D22) 	2025년 07월 31일 	_x86_64_	(12 CPU)

11시 48분 04초   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
11시 49분 03초     0         -    118224    0.00   94.00    0.00    0.00   94.00     3  |__iou-sqp-118222
11시 49분 04초     0    118222         -    6.00  148.00    0.00    0.00  154.00     5  napi-busy-poll-
11시 49분 04초     0         -    118222    7.00   51.00    0.00    0.00   58.00     5  |__napi-busy-poll-
11시 49분 04초     0         -    118224    0.00   96.00    0.00    0.00   96.00     3  |__iou-sqp-118222
11시 49분 05초     0    118222         -    5.00  146.00    0.00    0.00  151.00     5  napi-busy-poll-
11시 49분 05초     0         -    118222    6.00   52.00    0.00    0.00   58.00     5  |__napi-busy-poll-
11시 49분 05초     0         -    118224    0.00   94.00    0.00    0.00   94.00     3  |__iou-sqp-118222
11시 49분 06초     0    118222         -    6.00  148.00    0.00    0.00  154.00     0  napi-busy-poll-
11시 49분 06초     0         -    118222    7.00   51.00    0.00    0.00   58.00     0  |__napi-busy-poll-
11시 49분 06초     0         -    118224    0.00   96.00    0.00    0.00   96.00     3  |__iou-sqp-118222
11시 49분 07초     0    118222         -    5.00  146.00    0.00    0.00  151.00     5  napi-busy-poll-
11시 49분 07초     0         -    118222    6.00   51.00    0.00    0.00   57.00     5  |__napi-busy-poll-
11시 49분 07초     0         -    118224    0.00   93.00    0.00    0.00   93.00     0  |__iou-sqp-118222
11시 49분 08초     0    118222         -    5.00  147.00    0.00    1.00  152.00     1  napi-busy-poll-
11시 49분 08초     0         -    118222    5.00   53.00    0.00    1.00   58.00     1  |__napi-busy-poll-
11시 49분 08초     0         -    118224    0.00   94.00    0.00    0.00   94.00     0  |__iou-sqp-118222
11시 49분 09초     0    118222         -    6.00  151.00    0.00    0.00  157.00     1  napi-busy-poll-
11시 49분 09초     0         -    118222    7.00   51.00    0.00    0.00   58.00     1  |__napi-busy-poll-
11시 49분 09초     0         -    118224    0.00   99.00    0.00    0.00   99.00     0  |__iou-sqp-118222
11시 49분 10초     0    118222         -    6.00  149.00    0.00    0.00  155.00     3  napi-busy-poll-
11시 49분 10초     0         -    118222    8.00   52.00    0.00    0.00   60.00     3  |__napi-busy-poll-
11시 49분 10초     0         -    118224    0.00   96.00    0.00    0.00   96.00     0  |__iou-sqp-118222
11시 49분 11초     0    118222         -    5.00  151.00    0.00    0.00  156.00     3  napi-busy-poll-
11시 49분 11초     0         -    118222    6.00   54.00    0.00    0.00   60.00     3  |__napi-busy-poll-
11시 49분 11초     0         -    118224    0.00   95.00    0.00    0.00   95.00     0  |__iou-sqp-118222
11시 49분 12초     0    118222         -    7.00  151.00    0.00    0.00  158.00     5  napi-busy-poll-
11시 49분 12초     0         -    118222    8.00   50.00    0.00    0.00   58.00     5  |__napi-busy-poll-
11시 49분 12초     0         -    118224    0.00  100.00    0.00    0.00  100.00     0  |__iou-sqp-118222
11시 49분 13초     0    118222         -    8.00  148.00    0.00    0.00  156.00     0  napi-busy-poll-
11시 49분 13초     0         -    118222   10.00   49.00    0.00    0.00   59.00     0  |__napi-busy-poll-
11시 49분 13초     0         -    118224    0.00   98.00    0.00    2.00   98.00     3  |__iou-sqp-118222
11시 49분 14초     0    118222         -    8.00  150.00    0.00    1.00  158.00     1  napi-busy-poll-
11시 49분 14초     0         -    118222    8.00   51.00    0.00    1.00   59.00     1  |__napi-busy-poll-
11시 49분 14초     0         -    118224    0.00   97.00    0.00    0.00   97.00     3  |__iou-sqp-118222
11시 49분 15초     0    118222         -    6.00  154.00    0.00    0.00  160.00     1  napi-busy-poll-
11시 49분 15초     0         -    118222    7.00   54.00    0.00    0.00   61.00     1  |__napi-busy-poll-
11시 49분 15초     0         -    118224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-118222
11시 49분 16초     0    118222         -    7.00  154.00    0.00    0.00  161.00     1  napi-busy-poll-
11시 49분 16초     0         -    118222    8.00   53.00    0.00    0.00   61.00     1  |__napi-busy-poll-
11시 49분 16초     0         -    118224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-118222
11시 49분 17초     0    118222         -    7.00  153.00    0.00    1.00  160.00     1  napi-busy-poll-
11시 49분 17초     0         -    118222    9.00   52.00    0.00    1.00   61.00     1  |__napi-busy-poll-
11시 49분 17초     0         -    118224    0.00   99.00    0.00    0.00   99.00     3  |__iou-sqp-118222
11시 49분 18초     0    118222         -    6.00  155.00    0.00    0.00  161.00     4  napi-busy-poll-
11시 49분 18초     0         -    118222    8.00   54.00    0.00    0.00   62.00     4  |__napi-busy-poll-
11시 49분 18초     0         -    118224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-118222
11시 49분 19초     0    118222         -   10.00  148.00    0.00    0.00  158.00     5  napi-busy-poll-
11시 49분 19초     0         -    118222   11.00   47.00    0.00    0.00   58.00     5  |__napi-busy-poll-
11시 49분 19초     0         -    118224    0.00   99.00    0.00    0.00   99.00     3  |__iou-sqp-118222
11시 49분 20초     0    118222         -    5.00  152.00    0.00    0.00  157.00     5  napi-busy-poll-
11시 49분 20초     0         -    118222    6.00   52.00    0.00    0.00   58.00     5  |__napi-busy-poll-
11시 49분 20초     0         -    118224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-118222
11시 49분 21초     0    118222         -    7.00  150.00    0.00    0.00  157.00     3  napi-busy-poll-
11시 49분 21초     0         -    118222    8.00   51.00    0.00    0.00   59.00     3  |__napi-busy-poll-
11시 49분 21초     0         -    118224    0.00   98.00    0.00    1.00   98.00     4  |__iou-sqp-118222
11시 49분 22초     0    118222         -    7.00  151.00    0.00    0.00  158.00     0  napi-busy-poll-
11시 49분 22초     0         -    118222    9.00   49.00    0.00    0.00   58.00     0  |__napi-busy-poll-
11시 49분 22초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 23초     0    118222         -   10.00  149.00    0.00    0.00  159.00     5  napi-busy-poll-
11시 49분 23초     0         -    118222   11.00   48.00    0.00    0.00   59.00     5  |__napi-busy-poll-
11시 49분 23초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 24초     0    118222         -    3.00  155.00    0.00    0.00  158.00     5  napi-busy-poll-
11시 49분 24초     0         -    118222    4.00   54.00    0.00    0.00   58.00     5  |__napi-busy-poll-
11시 49분 24초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 25초     0    118222         -    6.00  152.00    0.00    0.00  158.00     5  napi-busy-poll-
11시 49분 25초     0         -    118222    7.00   52.00    0.00    0.00   59.00     5  |__napi-busy-poll-
11시 49분 25초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 26초     0    118222         -    4.00  155.00    0.00    0.00  159.00     5  napi-busy-poll-
11시 49분 26초     0         -    118222    5.00   53.00    0.00    0.00   58.00     5  |__napi-busy-poll-
11시 49분 26초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 27초     0    118222         -    7.00  149.00    0.00    0.00  156.00     2  napi-busy-poll-
11시 49분 27초     0         -    118222    8.00   50.00    0.00    0.00   58.00     2  |__napi-busy-poll-
11시 49분 27초     0         -    118224    0.00   98.00    0.00    2.00   98.00     0  |__iou-sqp-118222
11시 49분 28초     0    118222         -    8.00  149.00    0.00    1.00  157.00     0  napi-busy-poll-
11시 49분 28초     0         -    118222    9.00   50.00    0.00    1.00   59.00     0  |__napi-busy-poll-
11시 49분 28초     0         -    118224    0.00   96.00    0.00    4.00   96.00     4  |__iou-sqp-118222
11시 49분 29초     0    118222         -    7.00  151.00    0.00    0.00  158.00     0  napi-busy-poll-
11시 49분 29초     0         -    118222    9.00   50.00    0.00    0.00   59.00     0  |__napi-busy-poll-
11시 49분 29초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 30초     0    118222         -    6.00  152.00    0.00    0.00  158.00     0  napi-busy-poll-
11시 49분 30초     0         -    118222    7.00   52.00    0.00    0.00   59.00     0  |__napi-busy-poll-
11시 49분 30초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 31초     0    118222         -    7.00  152.00    0.00    0.00  159.00     3  napi-busy-poll-
11시 49분 31초     0         -    118222    8.00   50.00    0.00    0.00   58.00     3  |__napi-busy-poll-
11시 49분 31초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 32초     0    118222         -    6.00  152.00    0.00    0.00  158.00     1  napi-busy-poll-
11시 49분 32초     0         -    118222    7.00   52.00    0.00    0.00   59.00     1  |__napi-busy-poll-
11시 49분 32초     0         -    118224    0.00  100.00    0.00    0.00  100.00     4  |__iou-sqp-118222
11시 49분 33초     0    118222         -    6.00  152.00    0.00    0.00  158.00     4  napi-busy-poll-
11시 49분 33초     0         -    118222    7.00   51.00    0.00    0.00   58.00     4  |__napi-busy-poll-
11시 49분 33초     0         -    118224    0.00   99.00    0.00    1.00   99.00     5  |__iou-sqp-118222
11시 49분 34초     0    118222         -    8.00  151.00    0.00    0.00  159.00     3  napi-busy-poll-
11시 49분 34초     0         -    118222    9.00   50.00    0.00    0.00   59.00     3  |__napi-busy-poll-
11시 49분 34초     0         -    118224    0.00  100.00    0.00    0.00  100.00     5  |__iou-sqp-118222
